,shots,shots_against,goals,goals_against,saves,assists,score,mvp,shooting_percentage,bpm,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_stolen_big,amount_collected_small,amount_stolen_small,count_collected_big,count_stolen_big,count_collected_small,count_stolen_small,amount_overfill,amount_overfill_stolen,amount_used_while_supersonic,time_zero_boost,percent_zero_boost,time_full_boost,percent_full_boost,time_boost_0_25,time_boost_25_50,time_boost_50_75,time_boost_75_100,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,avg_speed,total_distance,time_supersonic_speed,time_boost_speed,time_slow_speed,time_ground,time_low_air,time_high_air,time_powerslide,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,time_defensive_third,time_neutral_third,time_offensive_third,time_defensive_half,time_offensive_half,time_behind_ball,time_infront_ball,time_most_back,time_most_forward,goals_against_while_last_defender,time_closest_to_ball,time_farthest_from_ball,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
EU H GA vs BDS G1 2023-01-27.16.07,7,6,3,0,3,0,741,True,42.857143,448,459.0857,55.53,2462,675,1744,385,718,290,22,5,69,27,391,129,255,31.58,9.814464,38.53,11.974392,91.33,52.89,63.79,119.97,27.846209,16.125982,19.449356,36.57845,1576,502443,53.39,139.55,140.49,183.58,120.7,29.16,4.78,40,0.12,68.521736,42.134785,41.852863,16.012358,55.05638,36.198418,8.745201,2662,2486,2862,3465,148.59,98.28,86.58,196,137.44,267.57,65.87,96.2,102,,108.9,93.6,44.5614,25.96491,29.473682,58.78119,41.21881,80.24532,19.75468,29.897133,31.699663,33.84405,29.089102,2,0,M0nkey M00n
EU O BDS vs OXG G1 2023-01-27.17.01,6,4,3,1,1,2,687,True,50,432,462.49707,49.73,2635,632,1828,361,807,271,21,4,77,25,317,49,503,48.55,14.202551,31.39,9.182658,128.06,69.27,47.53,102.99,36.81472,19.913755,13.663937,29.607592,1690,557823,81.08,143.97,131.7,188.36,140.29,28.09,4.28,35,0.12,73.478264,36.916607,40.35599,22.7274,52.80036,39.325558,7.874082,2833,2850,2804,3636,160.49,110.1,86.16,218.24,138.5,278.42,78.32,113.6,115.8,,121,116.3,44.986687,24.151367,30.861948,61.17621,38.823795,78.04564,21.954363,33.231922,33.875496,35.39668,34.021767,1,1,M0nkey M00n
EU A MST vs BDS G2 2023-01-27.18.58,3,9,2,3,2,0,453,False,66.666664,461,482.1205,47.87,2701,293,1784,100,917,193,19,1,74,16,132,0,371,41.53,12.354971,20.95,6.232522,131.18,78.09,64.2,66.15,38.625523,22.993347,18.90348,19.477654,1610,526871,60.9,152.12,137.41,186.96,133.82,29.65,4.19,38,0.11,70,39.211826,43.409527,17.378649,53.351593,38.18737,8.461033,3170,3059,3325,3661,168.21,112.23,70,232.5,117.94,260.66,89.77,120.4,108.4,,105.9,131.7,47.999657,19.974888,32.02545,66.34517,33.654835,74.382904,25.6171,35.81841,32.248466,31.504728,39.180103,0,1,M0nkey M00n
EU P-E KC vs BDS G5 2023-02-25.13.40,2,11,0,2,4,0,412,False,0,402,412.04324,44.17,2306,480,1488,200,818,280,17,2,75,26,228,0,293,42.69,12.713303,15.05,4.481968,139.22,79.06,49.11,75.26,40.63038,23.073105,14.332408,21.964102,1545,509806,48.9,143.26,152.29,194.13,130.45,19.87,4.92,35,0.14,67.17391,44.212513,41.590942,14.196546,56.359413,37.871967,5.7686167,2700,2584,2789,3351,166.72,113.08,64.66,226.5,117.95,258.98,85.47,143.7,74.9,,102.9,100.2,48.40039,18.77141,32.828194,65.757,34.242996,75.18653,24.813469,42.7946,22.305607,30.644152,29.840078,0,1,M0nkey M00n
EU P-E KC vs BDS G5 2023-02-25.19.40,2,11,0,2,4,0,412,False,0,402,411.847,44.17,2306,480,1488,200,818,280,17,2,75,26,228,0,294,42.75,12.725107,15.08,4.488763,139.28,79.2,49.04,75.34,40.622997,23.099808,14.303215,21.973984,1549,509783,48.91,143.34,152.44,193.56,131.29,19.84,4.86,35,0.14,67.347824,44.225246,41.585194,14.189562,56.15481,38.0893,5.755897,2695,2578,2786,3349,166.87,113.06,64.75,226.68,118,259.22,85.47,143.8,75.4,,103.2,100.1,48.41302,18.785542,32.80144,65.76535,34.234653,75.203804,24.796194,42.803986,22.443815,30.718855,29.796099,0,1,M0nkey M00n
EU P-E KC vs BDS G4 2023-02-25.13.32,4,8,2,2,1,1,500,False,50,404,399.83475,43.64,2258,491,1372,275,886,216,15,3,79,20,142,28,258,23.28,6.8704996,23.89,7.050525,131.54,105.26,52.97,49.58,38.76234,31.018126,15.609254,14.610286,1563,507512,57.9,131.08,162.7,201.11,126.76,23.81,4.23,32,0.13,67.95652,46.26365,37.272522,16.46383,57.185513,36.044132,6.7703595,2800,2503,3087,3480,184.44,93.2,74.04,230.92,120.76,264.76,86.92,140.5,105.5,,111.2,119.1,52.445408,21.05323,26.501366,65.661964,34.338036,75.28435,24.71565,41.465,31.13564,32.81785,35.149334,2,2,M0nkey M00n
EU P-E KC vs BDS G4 2023-02-25.19.32,4,8,2,2,1,1,500,False,50,404,399.69318,43.64,2258,491,1372,275,886,216,15,3,79,20,142,28,276,23.26,6.862167,24.02,7.086382,131.44,105.66,52.96,49.56,38.70208,31.111242,15.5939,14.59278,1562,507501,57.9,131.32,162.45,201.21,126.47,24,4.24,32,0.13,67.91304,46.193874,37.341827,16.464298,57.213947,35.96167,6.824386,2794,2507,3079,3483,184.35,93.47,73.86,230.77,120.91,264.92,86.76,138.8,105.5,,110.8,119,52.41981,21.002047,26.578138,65.619316,34.380688,75.32985,24.670153,40.948784,31.124617,32.688225,35.107388,2,2,M0nkey M00n
EU P-E KC vs BDS G3 2023-02-25.13.24,4,8,0,2,2,0,400,False,0,447,450.9212,52.12,3610,762,2648,492,962,270,31,5,89,26,502,18,381,39.71,8.266889,45.59,9.490996,161.26,105.17,79.96,132.33,33.68566,21.969002,16.702875,27.642466,1523,711633,74.56,188.95,219.18,270.5,170.39,41.81,7.61,60,0.13,66.21739,45.408024,39.145206,15.446767,56.038948,35.29936,8.661695,2765,2547,2947,3455,221.98,158.54,102.17,302.19,180.51,360.61,122.09,198.4,110.9,1,149.9,162.1,45.98811,21.166794,32.845097,62.6041,37.395897,74.70686,25.293144,41.303215,23.087332,31.20641,33.746227,1,3,M0nkey M00n
EU P-E KC vs BDS G3 2023-02-25.19.24,4,8,0,2,2,0,400,False,0,448,451.10336,52.19,3608,762,2648,492,960,270,31,5,89,26,502,18,379,39.81,8.295651,45.4,9.460501,161.11,104.94,80.3,131.97,33.682472,21.93929,16.787926,27.590317,1525,711620,74.8,188.23,219.24,270.43,170.06,41.79,7.55,61,0.12,66.304344,45.46001,39.030003,15.509984,56.073235,35.261673,8.665091,2777,2547,2969,3453,221.5,158.56,102.21,301.9,180.37,360.74,121.53,197.3,110.5,1,149.8,161.1,45.92863,21.193523,32.87785,62.59979,37.40021,74.80042,25.199577,41.113586,23.02611,31.215487,33.570194,1,3,M0nkey M00n
EU P-E KC vs BDS G2 2023-02-25.13.13,4,5,1,3,1,0,368,False,25,410,455.9415,53.97,2588,1004,1670,757,918,247,23,8,77,22,640,45,347,24.27,7.126288,35.59,10.450128,80.83,102.23,68.15,99.28,23.062,29.167738,19.444208,28.32606,1532,509669,50.15,129.42,172.42,213.16,122.87,15.96,4.86,33,0.15,66.608696,48.98435,36.76809,14.247564,60.55854,34.90724,4.5342197,2751,2497,2965,3444,125.12,140.42,86.46,196.14,155.85,250.55,101.44,109.8,117.2,,103.2,134.5,35.545456,24.5625,39.892044,55.723175,44.27683,71.181,28.819002,32.240067,34.412895,30.30214,39.492615,2,1,M0nkey M00n
EU P-E KC vs BDS G2 2023-02-25.19.13,4,5,1,3,1,0,368,False,25,410,455.75418,53.85,2588,1004,1670,757,918,247,23,8,77,22,640,45,347,24.27,7.12336,35.7,10.47812,80.82,102.34,68.23,99.28,23.047308,29.184132,19.45704,28.311518,1533,509659,49.99,129.7,172.4,213.29,122.92,15.89,4.63,35,0.13,66.652176,48.96476,36.837177,14.198075,60.576538,34.910538,4.5129223,2745,2502,2952,3440,125.21,140.19,86.7,196.13,155.97,250.5,101.6,110.7,117.4,,104,135.5,35.56092,24.623686,39.81539,55.702923,44.297073,71.14456,28.855438,32.490974,34.45746,30.524494,39.769894,2,1,M0nkey M00n
EU P-E KC vs BDS G1 2023-02-25.13.05,4,11,0,3,3,1,498,False,0,416,425.98163,52.25,2667,526,1840,227,827,299,22,3,77,27,315,94,352,39.65,10.555038,36.79,9.793691,138.25,70.31,82.07,95.67,35.78825,18.20088,21.245148,24.765726,1504,558584,58.76,148.24,186.21,222.31,134.29,36.61,5.89,48,0.12,65.391304,47.356373,37.69996,14.943668,56.537224,34.152237,9.310548,2674,2499,2762,3289,209.96,118.47,64.78,265.8,127.41,309.84,83.37,139.3,107.2,1,123.1,115.3,53.396404,16.474657,30.128939,67.597466,32.402534,78.79759,21.202412,37.08239,28.537203,32.769867,30.693464,2,0,M0nkey M00n
EU P-E KC vs BDS G1 2023-02-25.19.05,4,11,0,3,3,1,498,False,0,418,427.81888,52.21,2680,538,1840,227,840,311,22,3,78,28,315,94,370,39.57,10.527857,36.88,9.812164,138.34,70.36,82.11,95.72,35.790237,18.202986,21.242853,24.763926,1507,558569,58.62,148.67,185.98,222.35,134.12,36.8,6.07,48,0.13,65.521736,47.29067,37.803547,14.90579,56.538765,34.103798,9.357439,2663,2484,2751,3290,209.8,118.78,64.68,265.85,127.41,309.75,83.51,139.3,107.9,1,123,115.5,53.348927,16.447134,30.203936,67.601585,32.39841,78.76469,21.235315,37.061672,28.707499,32.724953,30.729528,2,0,M0nkey M00n
EU P-A BDS vs MC G3 2023-02-24.19.12,2,7,0,2,3,3,783,True,0,439,446.57733,52.5,3288,773,2292,395,996,378,24,4,86,28,123,5,438,35.89,8.124321,36.13,8.178649,170.77,100.22,75.48,100.2,38.231804,22.437147,16.898382,22.432669,1573,685387,65.55,202.96,190.71,262.11,167.66,29.45,6.65,54,0.12,68.391304,41.52911,44.19668,14.274204,57.077213,36.509735,6.4130483,2752,2880,2616,3561,205.48,152.5,101.23,281.94,177.28,362.1,97.11,154.4,115.2,,144.1,143.9,44.746414,22.04438,33.20921,61.39541,38.60459,78.852806,21.147186,34.951103,26.077507,32.619522,32.574245,1,0,M0nkey M00n
EU P-A BDS vs MC G2 2023-02-24.19.03,6,7,3,2,1,1,623,False,50,419,476.4363,50.85,2738,401,1884,181,854,220,23,2,76,19,345,24,415,20.36,5.904701,38.45,11.151069,89.7,101.6,84.38,84.02,24.937449,28.245762,23.458439,23.358355,1560,521345,57.81,136.29,169.98,224.9,122.05,17.13,5.98,45,0.13,67.82609,46.687542,37.43408,15.878379,61.772137,33.52285,4.7050095,2803,2944,2642,3394,178,145.74,40.34,260.06,104.03,274.77,89.31,107.4,106.1,,106.9,124.6,48.89035,11.079982,40.029663,71.4274,28.572605,75.46967,24.530323,31.147589,30.770569,31.00258,36.13584,3,1,M0nkey M00n
EU P-A BDS vs MC G1 2023-02-24.18.55,3,11,2,4,4,0,668,True,66.666664,434,451.96597,48.05,2753,302,1897,92,856,210,21,2,79,18,212,107,459,38.09,10.422196,34.72,9.500095,148.38,74.57,70.74,88.54,38.819557,19.509195,18.507181,23.164062,1570,555371,68.03,143.53,179.67,218.03,139.65,33.55,4.77,38,0.13,68.26087,45.924393,36.68686,17.388748,55.72937,35.695114,8.575519,2843,2725,2979,3488,213.63,115.46,62.14,271.82,119.41,316.16,75.07,140.7,90.3,1,109.9,127.5,54.604706,15.88324,29.51205,69.47831,30.521687,80.8118,19.1882,38.49837,24.70791,30.070868,34.886585,0,1,M0nkey M00n
EU P-A BDS vs MC G0 2023-02-24.18.45,3,6,0,0,2,1,274,False,0,401,416.18796,50.71,1606,509,1056,287,550,222,13,4,42,13,272,133,135,27.06,11.68747,25.83,11.156221,106.19,28.47,29.83,68.9,45.498947,12.198465,12.781181,29.5214,1703,330418,47.82,119.38,67.15,98.1,124.19,12.07,3.79,23,0.16,74.04348,28.653723,50.9409,20.405376,41.858677,52.99112,5.150196,2777,2487,3211,3402,126.85,57.7,49.81,155.13,79.23,169.89,64.46,109,66.7,,52.7,105.1,54.12613,21.253628,24.620243,66.19303,33.806965,72.49413,27.505867,47.078133,28.80836,22.76163,45.393684,1,0,M0nkey M00n
EU T BDS vs TUN G5 2023-02-24.18.34,3,10,2,1,3,1,639,True,66.666664,448,462.14032,52.54,2599,489,1707,212,892,277,19,3,75,18,225,89,310,36.86,10.923747,26.59,7.880153,113.08,78.61,62.56,97.51,32.14692,22.347622,17.784853,27.720604,1620,538796,64.9,154.99,135.06,195.7,131.96,27.29,5.53,43,0.13,70.434784,38.05043,43.66531,18.284266,55.134525,37.177067,7.6884065,2920,2954,2865,3619,167.41,107.71,79.83,224.31,130.64,261.76,93.19,113.1,117.7,,116.1,121.6,47.164387,22.49049,30.345118,63.194813,36.805183,73.7456,26.2544,33.518063,34.88131,34.40714,36.037106,1,0,M0nkey M00n
EU T BDS vs TUN G4 2023-02-24.18.26,3,10,1,3,2,1,377,False,33.333332,449,466.34402,51.31,2650,376,2058,198,592,178,24,2,53,15,253,1,390,34.75,10.19211,29.97,8.790145,120.01,61.98,71.85,103.89,33.54765,17.325916,20.084982,29.041458,1631,548470,67.89,150.91,139.68,200.88,128.15,29.46,5.43,42,0.13,70.91304,38.964516,42.09719,18.938295,56.035038,35.747158,8.217803,3091,3112,3096,3740,154.64,123.35,80.5,218.98,139.51,243.95,114.54,130.1,119.8,2,101.9,144.6,43.13649,22.4553,34.408215,61.083992,38.916008,68.04932,31.950684,38.15809,35.137115,29.88708,42.41091,0,0,M0nkey M00n
EU T BDS vs TUN G3 2023-02-24.18.18,3,8,0,2,1,1,234,False,0,415,403.5215,57.45,2223,570,1641,326,582,244,21,4,53,22,470,74,325,19.04,5.760271,32.01,9.684153,98.05,46.09,91.42,103.85,28.888365,13.579447,26.934975,30.597212,1530,501632,56.43,116.59,169.15,201.66,120.92,19.59,6.6,50,0.13,66.521736,49.434494,34.073708,16.491802,58.935616,35.339157,5.725224,2814,2596,3045,3543,135.79,118.89,87.48,185.32,156.84,250.88,91.28,104.3,114.4,1,107.4,127.5,39.68611,25.566988,34.746906,54.161797,45.838203,73.32242,26.677578,31.554426,34.61003,32.492283,38.573242,0,0,M0nkey M00n
EU T BDS vs TUN G2 2023-02-24.18.10,3,7,1,1,2,0,382,False,33.333332,428,471.17477,50.87,2599,386,1862,100,737,286,22,1,64,25,355,7,334,39.99,12.083033,51.52,15.566836,115.32,65.86,64.63,90.09,34.331646,19.607027,19.240845,26.820482,1506,483494,63,110.3,166.25,176.88,140.95,21.72,5.59,48,0.12,65.478264,48.961864,32.484173,18.553968,52.092472,41.510822,6.3967013,2720,2668,2752,3468,140.41,110.2,88.94,184.3,155.25,254.33,85.23,109.7,100,,111.8,91.5,41.35179,26.193493,32.45472,54.27772,45.722282,74.89987,25.10013,33.146,30.215132,33.780518,27.646847,0,2,M0nkey M00n
EU T BDS vs TUN G1 2023-02-24.18.03,3,6,0,3,1,1,320,False,0,417,468.93372,49.75,2712,724,1779,387,933,337,20,4,85,31,254,31,292,30.84,8.887609,26.55,7.6512966,142.2,66.39,70.12,86.66,38.919453,18.170622,19.191505,23.718422,1489,503561,53.65,120.65,192.83,204.67,127.06,35.4,4.26,34,0.13,64.73913,52.52363,32.863018,14.613352,55.74865,34.608997,9.642363,3021,2962,3059,3570,177.96,105.95,83.22,227.11,140.01,280.24,86.89,142.9,89.5,2,96,121.8,48.473293,22.667719,28.858988,61.862606,38.13739,76.332634,23.667366,41.181553,25.792507,27.665707,35.100864,2,1,M0nkey M00n
EU K MST vs BDS G4 2023-02-24.18.21,3,6,0,1,0,0,212,False,0,437,440.54626,50.63,2457,750,1640,410,817,340,20,5,74,30,389,92,275,23.7,7.082449,27.68,8.271823,105.24,76.3,62.33,90.22,31.500492,22.838158,18.656649,27.004698,1495,486826,55.57,118.82,165.95,187.98,121.01,31.35,4.46,35,0.13,65,48.760063,34.912148,16.32779,55.233,35.555622,9.211377,2777,2747,2823,3505,145.6,99.99,94.74,191.65,148.69,273.58,66.76,129,97.1,,116.6,118.4,42.78201,27.837688,29.380308,56.311337,43.688663,80.384315,19.615679,38.55004,29.017122,34.844456,35.382362,1,2,M0nkey M00n
EU K MST vs BDS G3 2023-02-24.18.14,3,6,1,2,2,1,481,True,33.333332,386,388.71475,57.2,2542,711,1667,396,875,315,19,5,84,29,317,116,354,32.35,8.244768,56.23,14.330861,120.84,53.73,75.84,147.92,30.336657,13.488816,19.03949,37.13504,1545,593392,57.36,167.8,181.48,238.62,143.26,24.77,6.57,49,0.13,67.17391,44.629154,41.265,14.105843,58.679455,35.22931,6.0912333,2688,2800,2591,3436,174.24,108.14,124.27,221.42,185.23,296.63,110.02,156.5,119.4,2,133,131.7,42.847656,30.559448,26.592892,54.44977,45.55023,72.94479,27.055208,39.885822,30.430462,33.896576,33.565258,3,1,M0nkey M00n
EU K MST vs BDS G2 2023-02-24.18.05,4,4,2,2,2,2,684,True,50,398,423.38034,45.49,2406,317,1576,189,830,128,17,2,75,12,143,21,238,29.55,8.666451,24,7.0387425,136.97,87.35,69.92,65.16,38.11074,24.304396,19.454647,18.130219,1504,503631,47.61,136.52,177.08,200.1,134.44,26.67,5.57,46,0.12,65.391304,49.02411,37.795185,13.180697,55.397133,37.219345,7.383516,2574,2540,2568,3238,201.87,92.67,66.67,250.43,110.78,273,88.21,119.7,81.1,,113.6,89.8,55.88716,18.457409,25.65544,69.330864,30.66914,75.57931,24.420698,35.10573,23.785084,33.316715,26.336628,0,0,M0nkey M00n
EU K MST vs BDS G1 2023-02-24.17.58,2,11,0,2,7,0,611,False,0,375,381.51566,51.02,2075,483,1221,293,854,190,14,3,75,16,202,6,180,24.9,7.6303134,20.81,6.376981,84.53,102.49,75.26,71.58,25.318996,30.698498,22.542383,21.440126,1391,450578,25.7,120.53,191.68,206.87,118.23,12.81,6.65,49,0.14,60.47826,56.725163,35.669262,7.6055756,61.220444,34.988605,3.7909503,2337,2334,2325,3229,177.75,101.03,59.12,228.06,109.84,264.69,73.22,119.3,81.2,1,119.2,85.4,52.60432,17.496302,29.89938,67.49334,32.50666,78.331505,21.668491,36.558086,24.882788,36.527443,26.169828,2,0,M0nkey M00n
EU K MST vs BDS G0 2023-02-24.17.50,1,3,0,0,2,0,211,True,0,352,374.48145,47.59,993,47,623,0,370,47,9,0,32,5,193,2,132,35.75,22.470144,5.11,3.2118163,73.05,33.26,24.16,26.8,46.448784,21.148342,15.362116,17.040758,1516,234953,29.79,57.66,71.65,70,77.08,12.03,1.23,8,0.15,65.91304,45.03457,36.241356,18.724072,43.99472,48.444473,7.5608068,2873,2729,2978,3794,105.22,34.55,19.34,121.96,37.14,111.42,47.69,86.2,28.9,,59.9,58.2,66.13035,12.155113,21.714537,76.65619,23.343807,70.02702,29.972975,54.17976,18.164675,37.649277,36.580765,0,1,M0nkey M00n
EU D BDS vs G1 G4 2023-02-24.16.31,5,9,0,2,2,0,382,False,0,399,401.19135,51.64,3435,571,2188,191,1247,380,28,2,116,37,550,10,658,45.44,8.845285,36.33,7.0719466,177.28,110.88,76.78,147.74,34.579075,21.627525,14.976204,28.817198,1563,786863,92.18,202.34,225,295.02,189.89,34.6,7.64,63,0.12,67.95652,43.309208,38.947487,17.743301,56.788128,36.551754,6.6601224,2847,2799,2888,3413,218.78,161.2,139.53,307.69,211.82,397.32,122.2,197.5,159,1,165.6,184.5,42.11276,26.858,31.029238,59.226963,40.773037,76.47829,23.521711,38.44507,30.950714,32.235462,35.91451,2,2,M0nkey M00n
EU D G1 vs BDS G4 2023-02-24.16.31,5,9,0,2,2,0,382,False,0,399,401.30887,51.65,3434,571,2188,191,1246,380,28,2,116,37,550,10,663,45.34,8.8309765,36.39,7.0877647,177.34,110.97,76.51,147.52,34.61373,21.659443,14.933442,28.793379,1562,786834,92.44,201.79,224.72,294.82,189.51,34.62,7.87,61,0.13,67.91304,43.302822,38.884285,17.812891,56.810867,36.517967,6.6711626,2830,2796,2858,3422,218.5,160.92,139.52,307.44,211.52,397.48,121.47,194.7,155.6,1,162.9,182.8,42.10506,26.885574,31.009365,59.241558,40.75844,76.59312,23.40688,37.92217,30.306574,31.728409,35.60438,2,2,M0nkey M00n
EU D BDS vs G1 G3 2023-02-24.16.21,1,7,0,4,1,1,358,False,0,383,411.6538,48.47,2329,613,1638,441,691,172,18,5,56,16,170,65,331,36.52,10.758264,33.66,9.915749,118.77,68.32,62.5,102.17,33.764496,19.422333,17.767796,29.04537,1569,523685,62.32,143.5,154.26,191.51,146.23,22.34,5.4,38,0.14,68.21739,42.840477,39.852253,17.307264,53.185406,40.61042,6.204177,2772,2791,2769,3556,164.34,107.66,88.08,215.02,145.06,250.98,109.1,105.9,112.8,1,118.3,108.4,45.639854,24.46123,29.89891,59.714504,40.285492,69.70118,30.298824,31.196608,33.229248,34.84947,31.933071,2,0,M0nkey M00n
EU D G1 vs BDS G3 2023-02-24.16.21,1,7,0,4,1,1,358,False,0,386,414.26886,48.04,2342,625,1638,441,704,184,18,5,57,17,170,65,331,36.49,10.757666,33.55,9.89092,119.11,68.03,62.48,101.92,33.882347,19.351995,17.773228,28.992435,1571,523726,62.49,142.63,154.51,191.32,146.04,22.27,5,37,0.14,68.304344,42.963596,39.660206,17.376192,53.199123,40.608402,6.1924763,2783,2800,2785,3554,164.08,107.41,88.13,214.68,144.95,250.83,108.8,103.7,109.9,1,115.7,105.5,45.62594,24.506424,29.867638,59.694687,40.305313,69.74668,30.253315,30.571934,32.39976,34.10967,31.102592,2,0,M0nkey M00n
EU D BDS vs G1 G2 2023-02-24.16.13,3,5,0,2,1,1,339,False,0,397,413.66458,55.21,2220,440,1490,158,730,282,17,2,67,25,242,42,243,18.8,5.838509,46.79,14.531055,66,82.44,71.76,113.21,19.795446,24.726313,21.52305,33.95519,1491,474342,48.43,118.68,166.69,189.65,121.68,22.47,4.22,33,0.13,64.82609,49.937088,35.554226,14.508688,56.81546,36.45297,6.731576,2452,2422,2454,3251,151.99,108.94,72.87,204.1,129.7,252,81.8,115.1,94.7,,115.6,99.7,45.533253,21.830437,32.636307,61.1444,38.855602,75.49431,24.505695,35.745342,29.409939,35.90062,30.962732,1,0,M0nkey M00n
EU D G1 vs BDS G2 2023-02-24.16.13,3,5,0,2,1,1,339,False,0,398,413.84454,55.21,2220,440,1490,158,730,282,17,2,67,25,242,42,243,18.8,5.8410487,46.71,14.512522,65.89,82.57,71.67,113.13,19.77135,24.776453,21.505733,33.946472,1492,474059,48.05,118.89,166.52,189.43,121.62,22.42,4.31,32,0.13,64.86957,49.937027,35.653454,14.409525,56.80571,36.471046,6.723243,2436,2407,2441,3248,151.86,108.62,72.99,204,129.47,251.81,81.66,113.3,93.7,,114.3,98.1,45.53933,21.888025,32.572643,61.17492,38.82508,75.51204,24.48796,35.20164,29.112038,35.512337,30.479092,1,0,M0nkey M00n
EU D BDS vs G1 G1 2023-02-24.16.06,0,6,0,1,1,1,295,False,0,335,322.44293,53.02,1737,290,914,80,823,210,10,1,71,20,110,27,157,24.52,7.586164,28.01,8.665924,98.11,72.27,51.71,100.31,30.431143,22.416252,16.039082,31.113523,1426,446788,43.75,97.79,187.52,194.21,109.91,24.95,4.52,35,0.13,62,56.98657,29.717985,13.295447,59.017838,33.40019,7.581973,2533,2611,2473,3164,167.25,102.02,59.8,222.37,106.7,260.92,68.15,120.1,82.3,1,102.9,101.4,50.82505,18.172424,31.002522,67.57529,32.424713,79.29012,20.709879,37.157352,25.462534,31.835901,31.37182,0,2,M0nkey M00n
EU D G1 vs BDS G1 2023-02-24.16.06,0,6,0,1,1,1,295,False,0,334,321.0603,52.9,1728,290,914,80,814,210,10,1,71,20,110,27,156,24.51,7.5898805,27.94,8.65203,98.11,71.98,51.79,100.25,30.456648,22.345016,16.07736,31.120975,1429,446736,43.91,97.23,187.41,193.88,109.72,24.95,4.62,35,0.13,62.130436,57.041542,29.593668,13.364784,59.010803,33.395218,7.593973,2530,2604,2476,3166,166.9,102.12,59.52,221.96,106.59,260.56,67.99,117.4,81.8,1,100.7,99.4,50.80051,18.116514,31.082972,67.55745,32.44255,79.306046,20.693958,36.35463,25.330568,31.18323,30.780664,0,2,M0nkey M00n
EU P-A BDS vs GA G4 2023-02-10.20.04,1,8,0,2,2,1,438,False,0,388,403.67328,56.02,2425,530,1475,262,950,268,18,3,84,24,366,44,438,36.34,10.082122,34.36,9.532793,98.24,70.72,67.71,131.5,26.683327,19.208519,18.39096,35.717197,1601,571146,60.48,158.31,153.16,207.37,141.6,22.98,4.51,36,0.13,69.608696,41.177578,42.562172,16.26025,55.752117,38.069633,6.1782494,2605,2632,2585,3485,176.39,107.47,88.09,237.14,134.81,282.46,89.49,161.1,91.7,1,129.1,107.7,47.423042,23.683292,28.89367,63.75588,36.244118,75.940315,24.059687,44.695374,25.441128,35.817337,29.880146,3,0,M0nkey M00n
EU P-A BDS vs GA G3 2023-02-10.19.56,7,10,1,2,2,0,518,False,14.285714,392,378.78882,47.23,3068,639,1774,296,1294,343,21,3,114,30,348,3,360,53.49,11.006852,32.31,6.648559,181.95,105.24,114.22,81.64,37.66691,21.786566,23.645586,16.900942,1457,694207,58.69,182.82,250.16,266,185.5,40.18,7.24,65,0.11,63.347828,50.879654,37.183475,11.936868,54.100227,37.72779,8.171982,2489,2471,2500,3281,282.17,120.56,88.95,346.1,145.58,364.23,127.45,164.5,150.8,2,167.5,149.1,57.388958,18.091036,24.520014,70.39131,29.608688,74.07867,25.921331,33.849827,31.030722,34.467148,30.680908,0,2,M0nkey M00n
EU P-A BDS vs GA G2 2023-02-10.19.47,4,6,1,2,0,0,340,False,25,447,451.9774,54.41,2440,564,1650,331,790,233,20,4,68,22,387,87,379,31.43,9.703313,34.54,10.663456,97.81,82.58,61.52,82.13,30.184544,25.484507,18.98531,25.345636,1559,494252,51.31,138.03,143.21,180.73,123.35,28.48,5.04,39,0.13,67.78261,43.064205,41.506542,15.429259,54.34508,37.091053,8.5638685,2679,2628,2715,3415,155.26,103.22,74.08,208.96,123.59,264.08,68.47,124.4,84.3,1,116.4,100.2,46.68631,22.27568,31.038008,62.835667,37.164337,79.410614,20.589386,38.40573,26.025747,35.93591,30.934519,1,1,M0nkey M00n
EU P-A BDS vs GA G1 2023-02-10.19.40,3,6,2,1,3,1,599,True,66.666664,469,468.7789,48.91,2535,584,1814,325,721,259,21,4,65,23,302,81,242,34.43,10.611478,36.36,11.206312,102.7,92.78,46.46,91.15,30.832508,27.854334,13.948182,27.364977,1519,486350,50.02,132.63,153.38,172.98,132.24,30.81,6.52,52,0.13,66.04348,45.644733,39.469692,14.885575,51.477547,39.353634,9.168824,2536,2504,2566,3313,160.02,106.19,69.82,219.7,116.34,270.76,65.27,108,91.2,,123,100,47.620747,20.777906,31.601345,65.37913,34.62088,80.57614,19.423859,33.286076,28.108242,37.90914,30.82044,0,0,M0nkey M00n
