Unnamed: 0,shots,goals,saves,assists,score,mvp,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_collected_small,amount_overfill,amount_used_while_supersonic,percent_zero_boost,percent_full_boost,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
EU I TL vs QUAD G3 2022-10-28.17.14,2,0,1,0,205,0,580.97986,50.68,3192,874,2267,925,364,691,9.367511,12.828758,33.023243,24.85248,15.188463,26.935814,76,0.1,77.17391,28.908327,42.242447,28.849222,54.54518,38.459717,6.9950933,3074,2997,3185,3970,40.911373,26.135523,32.9531,58.67959,41.32041,69.15302,30.846977,29.54649,34.79448,30.001518,35.037163,4,2,Oski
EU I TL v QUAD G3 2022-10-28.17.14,2,0,1,0,205,0,581.95447,50.58,3183,874,2267,916,364,683,9.464606,12.557515,33.106453,25.002268,15.258492,26.632786,74,0.1,77.478264,28.96441,42.06524,28.970352,54.36856,38.593628,7.0378184,3069,2968,3201,3970,41.03562,26.267788,32.696594,58.640564,41.35944,68.90856,31.091438,28.765577,34.494316,29.314074,34.4029,4,2,Oski
EU I TL vs QUAD G2 2022-10-28.17.07,2,1,0,0,234,0,495.16907,48.34,2665,913,1839,826,399,503,16.387959,7.7387586,38.185833,18.337276,18.02808,25.448809,58,0.11,73.521736,35.535004,38.951183,25.51381,53.448433,39.639336,6.91223,2806,2594,3053,3884,43.166103,28.315565,28.518324,58.74601,41.25399,68.33584,31.664156,33.41385,38.337666,34.404804,30.348072,1,3,Oski
EU I TL v QUAD G2 2022-10-28.17.07,2,1,0,0,234,0,495.18442,48.26,2665,913,1839,826,399,503,16.407047,7.745192,38.224434,18.32981,17.989082,25.456665,61,0.11,73.304344,35.5393,38.90204,25.558664,53.576366,39.547535,6.876095,2804,2589,3058,3879,43.13334,28.232004,28.634659,58.769287,41.230713,68.35925,31.640745,32.578735,37.936268,34.096188,29.63674,1,3,Oski
EU I TL vs QUAD G1 2022-10-28.16.59,4,1,0,1,364,0,548.1865,44.57,3101,978,2283,818,322,433,14.551722,6.632097,42.893684,21.224863,15.520993,20.360462,72,0.12,72.78261,37.17047,39.114723,23.714808,47.683083,44.64616,7.670757,2549,2251,2852,3701,33.711548,31.431053,34.8574,53.007423,46.992573,70.72337,29.276628,37.38841,30.965498,36.35721,28.84417,0,1,Oski
EU I TL v QUAD G1 2022-10-28.16.59,4,1,0,1,364,0,548.26733,44.57,3101,978,2283,818,322,428,14.489038,6.733263,42.846214,21.29368,15.522413,20.337685,72,0.12,72.86957,37.11786,39.081173,23.800978,47.687565,44.647316,7.6651244,2560,2265,2859,3703,33.740005,31.462626,34.797363,53.03604,46.963963,70.705376,29.29463,36.981377,30.704857,36.244698,28.465347,0,1,Oski
EU H TL v AOG G5,2,1,3,0,502,1,541.7857,46.11,3034,948,2205,829,170,613,13.904762,8.300595,39.234333,24.738771,15.074054,20.952843,56,0.1,72.434784,36.007847,40.73239,23.259762,55.52921,35.31495,9.155836,2882,2883,2819,3740,36.490837,33.303085,30.206078,52.63882,47.36118,71.50133,28.498669,37.410713,30.595238,32.32143,32.35119,0,2,Oski
EU H TL v AOG G4 2022-10-28.16.30,2,0,0,0,290,0,516.1866,45.77,3375,734,2430,945,287,554,16.614836,7.45348,42.39929,17.881182,14.296278,25.423254,73,0.12,71.565216,36.903233,41.848305,21.24846,48.710278,40.041733,11.247989,2605,2398,2779,3605,41.45759,24.538689,34.003716,58.659523,41.34047,69.497444,30.50255,33.29085,32.679073,37.522305,30.155495,5,2,Oski
EU H TL v AOG G3 2022-10-28.16.22,4,2,2,2,558,1,463.82455,40.55,2700,593,1634,1066,374,442,17.393421,7.3352995,48.41574,24.664257,12.114276,14.805725,59,0.11,71.565216,39.811176,38.56313,21.625692,53.203506,41.341652,5.454839,2755,2448,3164,3527,37.932053,27.094707,34.973236,52.98295,47.01705,75.41019,24.589813,26.426548,36.647865,32.78266,32.124146,2,0,Oski
EU H TL v AOG G2 2022-10-28.16.13,6,0,2,2,407,0,487.50684,41.81,2673,390,1901,772,192,541,19.423672,5.912214,43.443325,16.60603,18.93448,21.016167,74,0.11,73.565216,32.716156,43.687176,23.59666,53.17561,40.590744,6.233652,2831,2896,2785,3874,41.134464,23.747246,35.118294,60.762356,39.237637,64.4272,35.572796,31.795244,43.984436,35.230103,39.82005,2,1,Oski
EU H TL v AOG G1 2022-10-28.16.06,3,0,0,0,84,0,486.66397,43.44,2594,1061,1856,738,169,516,14.236578,5.647103,42.905228,20.633738,15.001941,21.45909,66,0.11,72.91304,34.56397,44.24975,21.186281,49.592403,44.28897,6.118624,2980,3013,2934,3837,30.172413,38.093452,31.734133,46.759537,53.240463,63.007156,36.99285,33.36356,36.083923,30.893343,34.270348,1,3,Oski
EU H TL v AOG G0 2022-10-28.15.58,0,0,0,0,2,0,335.0531,15.98,184,60,99,85,0,24,40.21244,5.2807283,75.76404,15.387349,6.183369,2.6652453,5,0.12,78.521736,28.501972,28.927376,42.570644,46.85506,53.14494,0.0,4357,5076,3177,5115,44.606503,34.579155,20.814342,55.66697,44.33303,28.258888,71.74111,25.796661,49.77238,25.796661,55.53869,0,0,Oski
EU A MST vs TL G6 2022-10-15.14.16,2,0,0,0,122,0,499.21033,44.44,2634,489,1969,665,243,589,19.93809,9.687915,52.21586,17.686419,14.337731,15.75999,64,0.11,78.73913,26.294573,37.97209,35.733334,47.897675,41.80155,10.300776,2841,2445,3103,3711,41.647804,24.403856,33.94834,58.014202,41.985798,60.708862,39.29114,23.659107,47.16028,34.967464,34.462067,1,0,Oski
EU A MST v TL G6 2022-10-15.20.16,2,0,0,0,122,0,498.80066,44.44,2634,489,1969,665,243,589,19.931196,9.695745,52.26206,17.642487,14.349679,15.74578,65,0.11,78.695656,26.136398,38.149536,35.71406,47.82164,41.86292,10.315444,2842,2446,3102,3708,41.72528,24.336132,33.938583,58.062717,41.937283,60.638927,39.361076,23.513445,47.1847,34.812523,34.465347,1,0,Oski
EU A MST vs TL G5 2022-10-15.14.08,3,3,1,0,636,1,489.4765,42.32,2752,659,1967,785,134,530,17.211123,6.832869,50.987614,17.235292,12.472228,19.304867,53,0.11,73.04348,36.93195,38.450615,24.617435,50.23185,42.609547,7.1585894,2819,2588,3103,3613,47.68723,25.443428,26.86935,62.239166,37.760838,67.82113,32.17888,27.953993,41.441868,30.859074,30.829432,1,1,Oski
EU A MST v TL G5 2022-10-15.20.08,3,3,1,0,636,1,487.26004,42.61,2741,659,1967,774,134,530,17.196018,6.8381133,51.080975,17.240856,12.436526,19.241646,55,0.11,73.17391,36.85446,38.639656,24.505882,50.315887,42.528835,7.1552773,2815,2588,3096,3615,47.694668,25.478888,26.82644,62.322495,37.6775,67.82681,32.173183,27.672436,41.330887,30.96113,30.635223,1,1,Oski
EU A MST vs TL G4 2022-10-15.13.59,4,0,6,1,713,0,483.95798,48.47,5742,1402,4012,1730,833,917,15.813058,9.609766,41.75976,18.22314,15.111143,24.905956,172,0.11,72.04348,35.514786,39.53404,24.95117,51.717358,42.446987,5.8356586,2973,2803,3145,3605,47.960377,21.936384,30.103235,63.018974,36.981026,74.27177,25.728237,32.786423,33.99449,30.918133,36.11564,0,3,Oski
EU A MST v TL G4 2022-10-15.19.59,4,0,6,1,713,0,484.92523,48.47,5742,1402,4012,1730,833,917,15.785547,9.631787,41.764343,18.203102,15.105006,24.927542,172,0.11,72.13043,35.49722,39.57337,24.929407,51.802517,42.353127,5.844365,2963,2783,3144,3605,47.9305,21.947468,30.12203,63.02157,36.97843,74.295135,25.70486,32.753426,34.090588,31.06438,35.97669,0,3,Oski
EU A MST vs TL G3 2022-10-15.13.43,3,2,1,0,398,0,478.1078,40.44,2648,642,1621,1027,197,348,15.732298,8.3837385,51.115925,22.018757,11.099899,15.765418,76,0.12,70.347824,41.213108,35.266895,23.519995,52.441936,43.18063,4.3774376,2796,2903,2686,3596,40.796906,22.769081,36.43402,58.312473,41.687523,72.32959,27.670412,30.54377,34.215042,36.171047,27.77527,0,2,Oski
EU A MST v TL G3 2022-10-15.19.43,3,2,1,0,398,0,477.9001,40.43,2649,642,1620,1029,185,396,15.731554,8.403994,51.130028,22.037016,11.104519,15.728437,76,0.12,70.17391,41.263054,35.107773,23.629171,52.48276,43.116035,4.4011984,2797,2894,2700,3594,40.764442,22.787828,36.447727,58.359997,41.64,72.34569,27.654314,30.488907,34.457874,36.111614,27.662518,0,2,Oski
EU A MST vs TL G2 2022-10-15.13.35,6,1,1,1,434,0,493.29556,45.88,2845,528,2177,668,239,476,14.296035,7.672523,41.27161,21.904484,17.348375,19.475536,92,0.1,73.695656,34.042313,41.368122,24.589563,51.33145,39.83921,8.829337,2725,2621,2835,3625,45.0591,20.327795,34.613106,64.19464,35.80536,63.303246,36.696754,29.967632,32.048317,33.724422,31.759333,1,3,Oski
EU A MST v TL G2 2022-10-15.19.35,6,1,1,1,434,0,495.33493,46.09,2858,540,2178,680,251,509,14.258066,7.703862,41.260357,21.90401,17.362148,19.473484,90,0.1,73.91304,34.075912,41.258247,24.66584,51.350742,39.83983,8.80943,2734,2632,2846,3629,45.049767,20.350788,34.59944,64.25188,35.748127,63.26105,36.738953,29.839106,32.005547,33.652042,31.687801,1,3,Oski
EU A MST vs TL G1 2022-10-15.13.27,2,0,3,0,283,0,448.20538,43.33,2485,713,1667,818,269,396,18.358084,10.355919,47.419914,22.31095,7.7814016,22.487732,62,0.11,73.478264,35.14287,40.386562,24.47056,52.03424,41.44843,6.5173297,2883,2636,3096,3756,42.136185,23.488531,34.37528,57.72362,42.276375,64.87204,35.12796,32.766186,40.55191,34.750195,35.110924,1,3,Oski
EU A MST v TL G1 2022-10-15.19.27,2,0,3,0,283,0,447.7881,43.33,2485,713,1667,818,269,390,18.377031,10.346277,47.458195,22.25945,7.7944627,22.487892,64,0.11,73.652176,35.10686,40.484074,24.409075,52.03887,41.49875,6.462383,2876,2647,3076,3757,42.082985,23.503637,34.41338,57.7126,42.287403,64.88122,35.118782,32.795746,40.694355,34.80794,35.318497,1,3,Oski
EU A MST vs TL G0 2022-10-15.13.18,4,2,0,0,376,0,281.11542,39.44,1991,760,1590,401,320,214,10.697729,10.540063,47.04504,27.681131,7.295144,17.978678,37,0.16,65.17391,63.718113,18.986605,17.295282,65.22073,29.833431,4.9458356,3292,2950,3284,3581,34.664307,34.594418,30.741278,58.28538,41.71462,56.608036,43.391964,26.167784,40.428284,27.344393,32.050827,1,2,Oski
EU A MST v TL G0 2022-10-15.19.18,4,2,0,0,376,0,278.8906,39.44,1991,760,1590,401,320,214,10.701779,10.526685,47.039173,27.699327,7.269875,17.991632,37,0.16,65.0,63.727936,18.98161,17.290453,65.20423,29.858608,4.937159,3286,2919,3308,3578,34.666393,34.610943,30.722672,58.252472,41.747528,56.72535,43.27465,24.933464,42.04604,32.264088,30.092915,1,2,Oski
2022-10-15.18.55 Toxiic Private Win,1,1,1,0,266,0,620.0765,52.2,3487,976,2744,743,358,636,14.246762,13.894075,32.185974,21.547613,19.610153,26.656263,75,0.11,77.304344,30.257988,39.97665,29.765364,45.81257,47.048435,7.1389923,2646,2184,3197,3861,42.738766,23.230253,34.030983,61.283707,38.716293,59.322857,40.67715,22.43561,41.75928,37.965683,32.33455,2,1,Oski
2022-10-15.18.48 Toxiic Private Loss,5,1,0,0,258,0,533.453,47.02,3071,1376,2324,747,287,345,18.632929,11.751252,41.224,22.15137,11.123295,25.501343,65,0.11,74.434784,31.81995,44.070576,24.109476,43.47041,50.989166,5.540428,2371,2132,2711,3558,34.766182,37.041874,28.191948,50.119473,49.88052,68.28564,31.714365,26.982426,44.034626,37.896988,29.124807,0,1,Oski
2022-10-15.18.40 Toxiic Private Win,1,0,3,0,420,0,545.06396,43.4,3045,1000,2204,841,337,340,20.57639,11.444256,44.13639,14.460452,10.800036,30.603125,46,0.11,71.78261,36.71759,36.32766,26.95475,39.735195,46.762695,13.50211,2497,2171,2811,3556,46.61429,23.404627,29.981087,63.989525,36.010475,60.270626,39.729378,29.386318,36.606102,40.096657,33.324383,2,2,Oski
2022-10-15.18.31 Toxiic Private Win,4,0,0,1,268,0,552.73627,49.05,3195,703,2512,683,332,528,20.20068,11.210426,33.169876,19.254623,18.847895,28.72761,66,0.11,75.73913,33.048496,36.551723,30.399778,45.36063,45.179287,9.460092,2657,2512,2801,3864,45.178043,24.75272,30.069239,60.428627,39.57137,65.904655,34.09534,31.947407,37.59875,42.06793,25.315725,0,1,Oski
2022-10-15.18.22 Toxiic Private Loss,2,1,2,1,474,1,527.46216,49.13,2793,645,2109,684,328,486,17.918858,9.237985,40.524063,17.275883,13.895751,28.304306,65,0.1,75.652176,30.210266,42.906616,26.883118,44.820652,44.37229,10.80705,2563,2314,2844,3886,33.12616,31.474955,35.398888,47.674706,52.325294,68.03649,31.963512,32.797207,39.40701,40.44569,30.530989,0,1,Oski
EU K KC vs TL G2 2022-10-14.18.15,1,0,2,0,300,0,453.25354,53.94,2424,925,1581,843,472,445,19.879705,11.063326,32.94696,19.729334,13.175142,34.148563,80,0.1,71.347824,38.702015,35.933506,25.364473,49.4589,41.7814,8.759694,2679,2433,2871,3605,41.912403,20.939672,37.147926,60.453304,39.5467,58.427273,41.57273,26.364996,42.570435,36.55572,33.50162,1,0,Oski
EU K KC vs TL G3 2022-10-14.18.22,7,1,1,0,340,0,611.654,49.8,3401,955,2551,850,272,578,16.77957,12.12757,40.570007,22.083307,11.616401,25.730284,66,0.11,76.21739,28.121258,40.804882,31.073858,47.301407,41.40771,11.290888,2855,2616,3107,3928,39.105164,26.179142,34.71569,58.259346,41.740654,66.2646,33.735397,24.369045,39.086384,39.296207,32.37216,0,0,Oski
EU AE TL vs MON G4 2022-10-14.20.31,5,2,4,1,739,1,515.37994,46.75,3122,732,2178,944,421,269,16.730865,11.803225,36.9385,16.179144,18.631016,28.251337,72,0.11,69.04348,40.858852,40.411972,18.729177,46.623302,45.64493,7.731768,2535,2486,2452,3615,45.65022,24.181606,30.168175,60.918083,39.08192,74.73954,25.260458,29.081606,35.189568,41.29753,30.044573,0,0,Oski
EU AE TL v MON G5 2022-10-14.20.31,5,2,4,1,739,1,514.92725,46.93,3119,732,2167,952,432,242,16.688221,11.848224,36.73977,16.105911,18.65472,28.4996,72,0.11,69.04348,40.776386,40.477573,18.74603,46.69981,45.525703,7.774487,2533,2477,2464,3617,45.623547,24.241062,30.135391,60.923946,39.076054,74.801674,25.198328,28.478662,34.94483,40.99827,29.551771,0,0,Oski
2022-10-14.21.31 Finnerdt Private Loss,5,2,4,1,739,1,516.7804,46.79,3131,732,2167,964,432,254,16.7171,11.831536,37.073875,15.774979,18.649233,28.501911,74,0.11,68.86957,40.74975,40.453655,18.796595,46.602863,45.61413,7.783006,2515,2459,2448,3607,45.619415,24.255802,30.12478,60.932663,39.06733,74.8427,25.157299,29.18684,35.018707,40.9331,29.764526,0,0,Oski
EU AE TL vs MON G3 2022-10-14.20.21,2,0,1,0,137,0,499.42554,55.98,2753,587,2122,631,522,465,13.354901,12.036646,32.286465,18.192364,14.334999,35.186176,67,0.1,74.13043,33.479984,41.752296,24.767721,49.413876,40.66688,9.919246,2836,2523,3053,3666,43.167675,20.51,36.322327,62.893284,37.10672,58.91343,41.086575,27.030296,40.636147,33.137814,37.6731,0,0,Oski
2022-10-14.21.21 Finnerdt Private Win,2,0,1,0,137,0,499.1536,55.81,2752,587,2121,631,502,465,13.322249,12.046554,32.27639,18.1445,14.396621,35.182487,68,0.11,74.17391,33.46362,41.85124,24.685137,49.43687,40.675762,9.887375,2835,2490,3067,3667,43.132202,20.504951,36.362846,62.92886,37.071133,58.997074,41.002922,27.116083,40.65901,33.313183,37.424427,0,0,Oski
EU AE TL v MON G4 2022-10-14.20.20,2,0,1,0,137,0,499.48593,55.98,2753,587,2122,631,522,465,13.362564,12.047173,32.2643,18.174515,14.393241,35.167942,66,0.11,74.347824,33.43473,41.89119,24.674084,49.478535,40.584625,9.936845,2826,2491,3050,3672,43.12078,20.500042,36.379173,62.874443,37.125557,58.85335,41.14665,26.368309,40.066525,32.748714,36.95192,0,0,Oski
EU AE TL vs MON G2 2022-10-14.20.13,4,0,0,2,326,0,566.3222,47.58,3343,964,2363,980,448,393,15.785759,12.414592,38.45419,20.04858,19.587347,21.909883,93,0.12,75.521736,33.918034,39.27603,26.805931,51.93749,43.347687,4.7148247,2792,2708,2865,3846,39.446125,25.150162,35.403713,57.97055,42.029446,70.233345,29.76665,29.871817,41.221977,36.168053,29.533007,2,1,Oski
2022-10-14.21.13 Finnerdt Private Loss,4,0,0,2,326,0,566.38617,47.67,3343,964,2363,980,448,393,15.776246,12.401875,38.42187,20.02128,19.628386,21.928461,89,0.12,75.652176,33.954945,39.19881,26.846243,52.050793,43.21007,4.739135,2804,2712,2884,3840,39.427265,25.132824,35.43991,58.02784,41.97216,70.18383,29.816172,29.846952,40.125374,36.228607,29.19749,2,1,Oski
EU AE TL v MON G3 2022-10-14.20.13,4,0,0,2,326,0,566.41815,47.65,3343,964,2363,980,448,393,15.777138,12.399752,38.412422,20.009823,19.60597,21.971783,92,0.12,75.434784,33.923683,39.130432,26.945887,51.9266,43.32668,4.746709,2790,2715,2855,3843,39.400627,25.113014,35.48636,57.958836,42.04117,70.120995,29.879007,29.594488,40.94657,35.77883,29.086185,2,1,Oski
EU AE TL vs MON G1 2022-10-14.20.04,2,1,2,0,385,0,471.5836,45.74,2434,519,1656,778,370,316,15.057479,10.646474,41.0708,23.922615,14.091976,20.914614,69,0.11,68.608696,41.643166,41.342163,17.014671,53.03232,41.92332,5.0443597,2293,2226,2329,3280,55.30735,16.479721,28.212927,70.541824,29.458174,71.99531,28.00469,26.76957,33.098682,38.814262,23.185226,0,0,Oski
EU AE TL v MON G2 2022-10-14.20.04,2,1,2,0,385,0,471.5988,46.0,2434,519,1656,778,370,327,15.083798,10.601608,41.076828,23.953712,14.030859,20.938606,70,0.1,68.695656,41.625717,41.470375,16.90391,53.143326,41.79374,5.0629296,2298,2239,2327,3274,55.24205,16.418858,28.339094,70.56175,29.438244,72.04451,27.95549,25.833952,32.32473,38.298832,22.410954,0,0,Oski
2022-10-14.21.04 Finnerdt Private Loss,2,1,2,0,385,0,469.34952,46.02,2422,519,1656,766,370,316,15.053937,10.603321,41.10879,23.940222,14.031817,20.91917,72,0.1,68.565216,41.63445,41.409462,16.95608,53.12758,41.853096,5.0193295,2312,2258,2338,3267,55.32036,16.407883,28.271751,70.56754,29.432455,71.95868,28.04132,26.225695,32.879013,38.757187,22.899038,0,0,Oski
EU AE TL vs MON G0 2022-10-14.19.57,1,1,0,0,160,0,504.80768,44.78,525,24,431,94,83,65,37.836536,12.804487,71.943245,0.0,6.121473,21.935278,5,0.09,76.478264,33.765842,32.966206,33.267956,37.251057,49.2758,13.473145,3394,1884,3904,3913,41.369946,24.351238,34.278816,59.414604,40.585396,82.98386,17.016142,35.096153,13.461537,33.653847,24.839743,0,0,Oski
EU AE TL v MON G1 2022-10-14.19.57,1,1,0,0,160,0,504.4843,44.78,525,24,431,94,83,65,37.924408,12.764254,71.843575,0.0,6.2250595,21.931364,5,0.09,76.78261,33.47918,33.22269,33.29813,37.28123,49.260715,13.458057,3434,1916,3954,3912,41.54217,24.38509,34.07273,59.272675,40.72733,82.75237,17.247622,34.753365,13.292762,33.632286,23.702755,0,0,Oski
EU AE TL vs MON G1 2022-10-14.19.52,1,1,0,0,116,1,645.16125,45.1,100,0,100,0,0,0,8.27957,4.0860214,62.751972,22.78703,0.0,14.4609995,2,0.1,72.73913,50.895767,34.28339,14.8208475,62.26569,28.932356,8.801957,1675,0,2567,3853,68.241035,15.635179,16.123777,76.14007,23.859934,99.34801,0.6519968,30.107527,30.107527,52.68817,20.430107,0,0,Oski
EU AE TL v MON G0 2022-10-14.19.52,1,1,0,0,116,1,645.8558,45.1,100,0,100,0,0,0,8.288483,4.305705,62.674824,23.076921,0.0,14.248251,2,0.12,72.13043,50.97879,34.01305,15.008157,62.561172,28.711256,8.72757,1755,0,2573,3845,68.2708,15.660685,16.068516,76.18271,23.817291,100.0,0.0,29.063509,29.063509,52.74489,20.452099,0,0,Oski
2022-10-14.20.52 Finnerdt Private Loss,1,1,0,0,116,1,647.24915,45.1,100,0,100,0,0,0,8.090614,4.2071195,62.751972,23.22524,0.0,14.022787,2,0.12,72.565216,50.53061,34.040813,15.42857,62.367348,28.244898,9.387755,1720,4952,2481,3852,68.189224,15.660685,16.150082,76.081635,23.918367,100.0,0.0,30.20496,30.20496,53.93743,20.496223,0,0,Oski
EU AE TL vs MON G0 2022-10-14.19.48,2,1,0,0,202,1,554.0201,46.4,1029,279,859,170,240,97,24.11163,11.40524,46.284966,16.092657,10.524475,27.097902,21,0.09,78.608696,26.199842,42.390068,31.410088,34.478535,52.006294,13.515167,2401,1598,3282,3688,35.146004,33.34499,31.509007,52.224846,47.775154,70.4756,29.524391,24.94616,45.04666,44.86719,24.13855,0,0,Oski
2022-10-14.20.48 Finnerdt Private Loss,2,1,0,0,202,1,554.11957,46.4,1029,279,859,170,240,97,23.981333,11.470113,46.284313,16.034271,10.622486,27.058926,21,0.08,78.521736,26.258741,42.272728,31.46853,34.498734,51.89232,13.608951,2408,1588,3312,3689,35.171753,33.24884,31.579407,52.246502,47.753494,70.6232,29.376802,24.950638,45.05475,45.05475,23.963383,0,0,Oski
EU AD TL vs EG G5 2022-10-14.19.38,0,0,3,1,439,0,525.9351,48.7,3466,534,2618,848,315,674,16.32483,10.341165,44.794724,12.749188,17.3492,25.106886,94,0.11,70.08696,36.64962,41.259827,22.090559,53.45142,37.84957,8.699015,2671,2479,2791,3529,54.106174,18.323105,27.570724,68.54434,31.455656,72.26962,27.73038,29.058445,35.659187,34.849903,28.957285,0,2,Oski
EU AD TL vs EG G4 2022-10-14.19.29,3,1,0,1,351,0,525.41425,45.3,2965,475,1965,1000,361,485,16.657314,12.032252,43.73748,13.192651,20.562538,22.50733,73,0.1,74.521736,31.914957,42.516785,25.568264,53.922386,40.93515,5.142462,2838,2541,3021,3849,46.91597,19.308,33.77604,67.118004,32.882,66.68299,33.31701,29.859121,42.913258,35.234356,35.145752,0,1,Oski
EU AD TL vs EG G3 2022-10-14.19.22,4,1,3,1,551,0,533.985,52.01,3369,829,2545,824,558,584,19.656586,10.60362,37.16547,19.573544,14.831459,28.429518,64,0.11,74.95652,32.96301,40.924126,26.112865,47.21626,43.89597,8.887766,2610,2595,2619,3668,39.00013,25.89067,35.109203,57.87906,42.120945,64.305016,35.69499,27.182673,41.553295,36.956806,26.363758,0,0,Oski
EU AD TL vs EG G2 2022-10-14.19.13,5,2,0,0,400,0,463.19696,45.01,2664,583,2019,645,201,387,26.446043,10.371509,46.826954,16.308279,9.857289,27.00748,62,0.1,72.478264,38.338802,39.934334,21.72686,50.499268,41.450043,8.050686,2729,2392,3136,3755,39.458405,28.54507,31.996529,56.38347,43.616535,72.71396,27.286047,31.876667,38.020172,34.397823,29.44245,1,0,Oski
EU AD TL vs EG G1 2022-10-14.19.05,3,1,1,0,330,0,520.05725,42.64,3818,798,2672,1146,352,413,15.4260025,10.703989,42.9276,18.423601,15.939647,22.709154,91,0.1,73.21739,34.74829,39.14564,26.106066,45.33692,44.827896,9.835183,2857,2694,3066,3870,36.215633,28.611473,35.172894,52.69425,47.30575,62.720875,37.27913,25.448933,43.88295,33.25842,31.941702,2,2,Oski
EU AD TL vs EG G0 2022-10-14.18.56,1,0,0,0,120,0,575.1813,51.84,1613,587,1324,289,388,174,17.389755,8.053014,40.381893,13.213108,19.383547,27.021454,15,0.1,83.347824,20.741478,40.547337,38.711185,34.44061,51.119946,14.439441,2474,1708,3369,3577,37.856018,30.83806,31.305923,51.701756,48.298244,48.36842,51.63158,32.152622,32.62808,47.545467,21.930347,1,0,Oski
EU V TL vs OXG G3 2022-10-14.18.21,3,1,1,0,306,0,547.90424,47.37,3172,634,2342,830,488,454,15.669623,9.033855,44.25082,17.218252,15.525422,23.005507,60,0.11,73.0,36.50852,36.670456,26.821022,51.07954,41.647728,7.2727265,3051,2745,3366,4073,41.801136,21.840908,36.357956,63.08807,36.91193,61.875,38.125,28.327961,40.10249,31.465916,38.922157,0,2,Oski
EU V TL vs OXG G2 2022-10-14.18.13,3,1,0,0,236,0,519.17126,42.78,2936,810,2214,722,196,527,15.717191,9.914238,41.848473,22.378675,14.448791,21.324062,76,0.11,76.13043,31.969332,38.68238,29.34829,51.10467,42.443348,6.451979,2954,2907,2995,4021,44.056343,19.489407,36.454254,61.001305,38.99869,68.64031,31.359686,34.187027,35.100647,36.456337,32.477676,0,1,Oski
EU V TL vs OXG G1 2022-10-14.18.06,2,0,1,0,193,0,483.8522,49.08,2497,697,1731,766,379,590,12.924686,8.658442,32.175896,24.476421,18.556469,24.79121,64,0.12,72.521736,36.500065,38.259953,25.239985,55.110073,35.831306,9.05862,2472,2419,2545,3664,42.141304,24.123257,33.735443,60.943295,39.056698,69.275566,30.724434,33.781162,30.487017,37.36597,27.160572,1,1,Oski
